,name,anomaly,probability
74,4164,0,0.0
75,176,0,0.0
76,4774,0,0.0
77,2535,0,0.0
78,9649,0,0.0022317529934599
79,177,0,0.0
80,9916,0,0.0
81,7084,0,0.0
82,13858,0,0.0
83,8244,0,0.0008732946496147
84,4279,0,0.0
85,14819,0,0.0
86,3155,0,0.000271691668769
87,4262,0,0.0037260571716897
88,9769,0,0.0
89,1618,0,0.0001552523821537
90,5686,0,0.0
91,12615,0,0.0
92,2003,0,0.0016301500126142
93,6130,0,0.0
94,9194,0,0.0
95,13620,0,0.0013196452483067
96,5759,0,0.0011449863183838
97,3233,0,0.0070251702924566
98,4308,0,0.0020765006113062
99,1053,0,0.0
100,4155,0,0.0
101,2223,0,0.0
102,11439,0,0.0
103,7738,0,0.0
104,7563,0,0.0
105,3262,0,0.0052979875409963
106,8042,0,0.0
107,3927,0,0.0
108,11344,0,0.0
109,956,0,0.0
110,8700,0,0.0031438607386132
111,5913,0,0.0035125851462283
112,7352,0,0.0
113,7782,0,0.0
114,1604,0,0.0
115,3782,0,0.0
116,9035,0,0.0009703273884608
117,8046,0,0.0
118,6185,0,0.0
119,7744,0,0.0
120,1652,0,0.0
121,3447,0,0.0048904500378427
122,8763,0,0.002775136330998
123,11719,0,0.0012226125094606
124,9606,0,0.000543383337538
125,2286,0,0.0012420190572299
126,7090,0,0.0008538881018455
127,1980,0,0.0
128,2087,0,0.0
129,8959,0,0.0
130,8881,0,0.0055696792097653
131,7869,0,0.0018436220380756
132,11030,0,0.0
133,12002,0,0.0
134,7534,0,0.0
135,4681,0,0.0022511595412292
136,765,0,0.0009315142929224
137,8457,0,0.0021735333501523
138,11010,0,0.0
139,13174,0,0.0
140,11378,0,0.0008732946496147
141,2439,0,0.0002328785732306
142,12719,0,0.0
143,12683,0,0.0098003066234547
144,12585,0,0.0002134720254613
145,4215,0,0.0
146,13573,0,0.0
147,10432,0,0.0
148,5832,0,0.0013584583438452
149,1686,0,0.0005045702419996
150,5910,0,0.0
151,10958,0,0.0016689631081526
152,1084,0,0.0
153,2744,0,0.0020765006113062
154,12879,0,0.0006210095286149
155,1584,0,0.0004269440509227
156,13311,0,0.0
157,374,0,0.0
158,3247,0,0.0008344815540763
159,8341,0,0.0006210095286149
160,8962,0,0.0016301500126142
161,11039,0,0.0025810708533059
162,769,0,0.000543383337538
163,2716,0,0.0005627898853073
164,4347,0,0.0
165,12902,0,0.0
166,6786,0,0.0
167,12201,0,0.0
168,11746,0,0.0012226125094606
169,10477,0,0.0
170,8158,0,0.0017077762036911
171,10163,0,0.0
172,7401,0,0.0039977488404587
173,2903,0,0.0011449863183838
174,10310,0,0.0038230899105358
175,10401,0,0.0022511595412292
176,6697,0,0.0
177,2124,0,0.0
178,9434,0,0.0
179,10315,0,0.0
180,7089,0,0.0010867666750761
181,831,0,0.0
182,14934,0,0.0006792291719226
183,5502,0,0.0
184,6515,0,0.0
185,4605,0,0.0
186,1327,0,0.0
187,12721,0,0.0
188,7066,0,0.0022511595412292
189,6912,0,0.0025422577577674
190,1431,0,0.0
191,11346,0,0.0
192,5392,0,0.0012614256049991
193,7829,0,0.0
194,785,0,0.0
195,4718,0,0.0
196,9400,0,0.0022511595412292
197,3731,0,0.0
198,5207,0,0.0009509208406916
199,3979,0,0.0
200,5154,0,0.0013778648916144
201,7213,0,0.0004075375031535
202,6728,0,0.0
203,1554,0,0.0
204,11359,0,0.000543383337538
205,13221,0,0.0007568553629994
206,6338,0,0.001882435133614
207,1603,0,0.0
208,13054,0,0.0
209,7508,0,0.0
210,11457,0,0.000718042267461
211,3556,0,0.0013002387005375
212,9393,0,0.0017271827514603
213,13726,0,0.0
214,5333,0,0.0
215,9805,0,0.0033379262163053
216,1090,0,0.0023870053756137
217,1446,0,0.0
218,2015,0,0.0005045702419996
219,14456,0,0.0
220,5149,0,0.0
221,6044,0,0.0
222,10580,0,0.0
223,7045,0,0.0004463505986919
224,14035,0,0.0
225,8084,0,0.0
226,13586,0,0.0061130625473034
227,10523,0,0.0
228,10689,0,0.0
229,9059,0,0.0014748976304605
230,4289,0,0.0
231,12872,0,0.0
232,9997,0,0.0
233,320,0,0.0
234,2940,0,0.0
235,1159,0,0.0
236,9437,0,0.0
237,8999,0,0.0
238,2229,0,0.0005239767897688
239,11144,0,0.0021735333501523
240,2119,0,0.0
241,5265,0,0.0
242,4376,0,0.0
243,7464,0,0.0013778648916144
244,14161,0,0.0
245,7271,0,0.0020182809679986
246,1268,0,0.0
247,13326,0,0.0
248,3401,0,0.0
249,14750,0,0.0
250,9316,0,0.0
251,8612,0,0.0
252,5132,0,0.0006986357196918
253,3516,0,0.0
254,231,0,0.0005045702419996
255,14759,0,0.0005627898853073
256,6363,0,0.0
257,6149,0,0.0
258,14899,0,0.0
259,14719,0,0.0008538881018455
260,4977,0,0.0
261,3818,0,0.0
262,6359,0,0.0002910982165382
263,8388,0,0.0007374488152302
264,5552,0,0.0
265,11898,0,0.0004269440509227
266,14941,0,0.0
267,10233,0,0.0026781035921519
268,7592,0,0.0
269,14970,0,0.0015137107259989
270,1801,0,0.0
271,4137,0,0.0
272,11937,0,0.0
273,1472,0,0.0008927011973839
274,13487,0,0.0006016029808457
275,8488,0,0.0
276,7178,0,0.0
277,1429,0,0.0
278,9086,0,0.0
279,1763,0,0.0
280,14249,0,0.0
281,3755,0,0.0006210095286149
282,13611,0,0.0072192357701488
283,489,0,0.0
284,8814,0,0.0
285,10704,0,0.0015525238215373
286,4142,0,0.0014554910826913
287,1129,0,0.0022899726367676
288,2081,0,0.0017077762036911
289,3214,0,0.0
290,9683,0,0.0027557297832288
291,3052,0,0.008306002445225
292,9812,0,0.0
293,7967,0,0.0005627898853073
294,2931,0,0.0005821964330765
295,5959,0,0.0001552523821537
296,4179,0,0.0009509208406916
297,11169,0,0.0003299113120766
298,874,0,0.0
299,1698,0,0.0
300,1793,0,0.0
301,11127,0,0.0
302,1829,0,0.0010091404839993
303,9058,0,0.0010479535795377
304,301,0,0.0
305,4395,0,0.0
306,3784,0,0.0034155524073822
307,10543,0,0.001164392866153
308,2577,0,0.0
309,568,0,0.0034737720506899
310,12310,0,0.0086941334006093
311,3221,0,0.0
312,13197,0,0.0
313,2543,0,0.0019794678724601
314,4290,0,0.000543383337538
315,344,0,0.0022511595412292
316,13787,0,0.0
317,13294,0,0.0
318,3823,0,0.0
319,5650,0,0.0090822643559937
320,6275,0,0.0
321,13201,0,0.0003105047643074
322,13167,0,0.0
323,3187,0,0.0005821964330765
324,11884,0,0.0003687244076151
325,11323,0,0.0
326,13805,0,0.0
327,7860,0,0.0022317529934599
328,8508,0,0.0
329,2615,0,0.0
330,2596,0,0.0020765006113062
331,510,0,0.0
332,10463,0,0.0006016029808457
333,8868,0,0.0
334,13829,0,0.0019212482291525
335,12414,0,0.0
336,8265,0,0.0
337,13505,0,0.0
338,1022,0,0.0013778648916144
339,652,0,0.0006404160763841
340,1291,0,0.0
341,8653,0,0.0
342,327,0,0.0003493178598459
343,14432,0,0.0014748976304605
344,4829,0,0.0
345,5362,0,0.0015525238215373
346,13776,0,0.0
347,13935,0,0.0
348,740,0,0.0
349,12514,0,0.0008732946496147
350,4187,0,0.001882435133614
351,7519,0,0.0
352,11933,0,0.0010673601273069
353,9844,0,0.0
354,11643,0,0.0
355,9848,0,0.0
356,11626,0,0.0011837994139222
357,9749,0,0.0004851636942304
358,13144,0,0.0
359,10999,0,0.0009703273884608
360,8412,0,0.0
361,12164,0,0.0
362,7676,0,0.0
363,13368,0,0.0
364,14440,0,0.0
365,12064,0,0.0016689631081526
366,4102,0,0.0014554910826913
367,11532,0,0.0
368,2379,0,0.0
369,370,0,0.0
370,14592,0,0.0009509208406916
371,5663,0,0.0
372,4602,0,0.0004269440509227
373,7002,0,0.0
374,4943,0,0.0007762619107686
375,2756,0,0.002057094063537
376,10342,0,0.0
377,8118,0,0.0
378,1795,0,0.006792291719226
379,7930,0,0.0
380,14803,0,0.0011837994139222
381,11082,0,0.0
382,1409,0,0.0008344815540763
383,14,0,0.0
384,1777,0,0.0008150750063071
385,11865,0,0.0
386,2235,0,0.0
387,11841,0,0.0
388,1038,0,0.0
389,11893,0,0.0024064119233829
390,5287,0,0.0
391,13791,0,0.0
392,9349,0,0.0
393,10002,0,0.0004463505986919
394,2906,0,0.0
395,8454,0,0.0
396,1368,0,0.0008732946496147
397,11408,0,0.0
398,12636,0,0.0
399,5477,0,0.0
400,10682,0,0.0003687244076151
401,6704,0,0.0
402,3841,0,0.0
403,7728,0,0.0
404,8191,0,0.0005627898853073
405,8120,0,0.0
406,3410,0,0.0008344815540763
407,10249,0,0.0
408,11729,0,0.0
409,9364,0,0.0
410,3153,0,0.0
411,1381,0,0.0
412,6563,0,0.0019406547769217
413,10705,0,0.0
414,27,0,0.0
415,9604,0,0.0011061732228453
416,1071,0,0.0068893244580721
417,11297,0,0.0004463505986919
418,7493,0,0.0
419,5092,0,0.0
420,14687,0,0.0
421,10923,0,0.0086165072095324
422,1821,0,0.000543383337538
423,428,0,0.0
424,288,0,0.0013196452483067
425,6987,0,0.0
426,5626,0,0.0
427,2210,0,0.0006598226241533
428,14425,0,0.0014943041782297
429,3540,0,0.0
430,3253,0,0.0008732946496147
431,4900,0,0.0010091404839993
432,9325,0,0.0021929398979215
433,11313,0,0.0
434,12934,0,0.0004075375031535
435,6474,0,0.0
436,5211,0,0.0003493178598459
437,5263,0,0.0034931785984591
438,12973,0,0.0
439,8184,0,0.0
440,11427,0,0.0038230899105358
441,14685,0,0.0
442,14881,0,0.0
443,105,0,0.0022123464456907
444,14787,0,0.0
445,2937,0,0.0013584583438452
446,9204,0,0.0
447,13641,0,0.0
448,2991,0,0.0
449,9673,0,0.0
450,8049,0,0.0
451,8998,0,0.0049098565856119
452,295,0,0.0029886083564594
453,9366,0,0.0006792291719226
454,10950,0,0.0
455,6794,0,0.0
456,7635,0,0.0019794678724601
457,8143,0,0.0018436220380756
458,2996,0,0.0
459,9707,0,0.0
460,10357,0,0.0
461,809,0,0.0010673601273069
462,14370,0,0.0
463,10935,0,0.0
464,5820,0,0.0057637446874575
465,2835,0,0.0006210095286149
466,14503,0,0.0041724077703817
467,2120,0,0.0
468,12732,0,0.0
469,1732,0,0.0
470,7267,0,0.0
471,12017,0,0.0051621417066118
472,946,0,0.0
473,3358,0,0.0
474,9405,0,0.0
475,3527,0,0.0003493178598459
476,6893,0,0.0
477,9290,0,0.0007568553629994
478,14022,0,0.0006792291719226
479,3137,0,0.0
480,10049,0,0.0013584583438452
481,476,0,0.0012614256049991
482,5131,0,0.0
483,1418,0,0.0
484,4133,0,0.0
485,3373,0,0.0002134720254613
486,10469,0,0.0039977488404587
487,14951,0,0.0
488,10779,0,0.0
489,7908,0,0.0016689631081526
490,3880,0,0.0
491,6354,0,0.0001164392866153
492,2287,0,0.0010285470317685
493,7775,0,0.0006598226241533
494,3871,0,0.0
495,11481,0,0.0031632672863824
496,970,0,0.0
497,1762,0,0.0
498,2218,0,0.0001552523821537
499,8533,0,0.0019406547769217
500,10917,0,0.0071222030313027
501,3132,0,0.0066176327893031
502,377,0,0.0011061732228453
503,5483,0,0.0011255797706146
504,1811,0,0.0
505,6398,0,0.0010673601273069
506,9853,0,0.0020959071590754
507,2832,0,0.0006210095286149
508,12228,0,0.0
509,4512,0,0.0022899726367676
510,8140,0,0.0017854023947679
511,11538,0,0.0003493178598459
512,181,0,0.0
513,1519,0,0.0069863571969182
514,12263,0,0.0004657571464612
515,2595,0,0.0004269440509227
516,31,0,0.0
517,12418,0,0.000543383337538
518,3095,0,0.0039783422926895
519,8902,0,0.0
520,416,0,0.0016689631081526
521,5125,0,0.0
522,10311,0,0.0
523,11715,0,0.0018048089425372
524,5632,0,0.0014554910826913
525,9942,0,0.0009509208406916
526,5020,0,0.0
527,14916,0,0.0
528,1459,0,0.0
529,3067,0,0.0
530,3142,0,0.0
531,9694,0,0.0
532,13509,0,0.0008927011973839
533,10406,0,0.0010673601273069
534,636,0,0.0
535,13014,0,0.0003299113120766
536,14737,0,0.0004657571464612
537,9785,0,0.0012032059616914
538,3669,0,0.002328785732306
539,4866,0,0.0
540,3883,0,0.0013778648916144
541,14565,0,0.0
542,11847,0,0.0006210095286149
543,8025,0,0.0019406547769217
544,7991,0,0.0022705660889984
545,6181,0,0.0009315142929224
546,5765,0,0.0
547,2422,0,0.0003687244076151
548,3567,0,0.0
549,9226,0,0.0
550,11108,0,0.0031632672863824
551,7008,0,0.0012226125094606
552,13343,0,0.0
553,10587,0,0.0
554,8788,0,0.0
555,8183,0,0.0
556,13016,0,0.002775136330998
557,11494,0,0.0
558,2530,0,0.0
559,1849,0,0.0
560,10189,0,0.0
561,12205,0,0.0
562,6082,0,0.0
563,1138,0,0.0
564,4640,0,0.0004851636942304
565,14672,0,0.0026975101399212
566,13202,0,0.0
567,4612,0,0.0
568,10009,0,0.0
569,14101,0,0.0059966232606881
570,9300,0,0.0
571,356,0,0.0018048089425372
572,1309,0,0.0049486696811504
573,13274,0,0.0013972714393836
574,5216,0,0.0
575,8749,0,0.0
576,13941,0,0.0
577,4433,0,0.0
578,14224,0,0.0
579,6022,0,0.0
580,1803,0,0.0013002387005375
581,10944,0,0.0028721690698441
582,1820,0,0.0008150750063071
583,6910,0,0.0
584,106,0,0.0
585,11849,0,0.0
586,12702,0,0.001164392866153
587,3185,0,0.001164392866153
588,4965,0,0.0006404160763841
589,9846,0,0.0066758524326107
590,4601,0,0.0006210095286149
591,10149,0,0.0
592,4490,0,0.0020376875157678
593,2364,0,0.0
594,10874,0,0.0031244541908439
595,1386,0,0.0005239767897688
596,4470,0,0.0
597,13286,0,0.0
598,3832,0,0.0042694405092278
599,5320,0,0.0024840381144598
600,8505,0,0.0
601,4383,0,0.0
602,6153,0,0.0
603,7391,0,0.0028527625220749
604,9587,0,0.0
605,10076,0,0.0004463505986919
606,10355,0,0.0
607,7542,0,0.0
608,4445,0,0.0
609,13516,0,0.0005239767897688
610,14010,0,0.0
611,6599,0,0.0024258184711521
612,12080,0,0.0006598226241533
613,14175,0,0.0
614,11227,0,0.0
615,4212,0,0.0
616,6842,0,0.0024646315666906
617,4552,0,0.0
618,4649,0,0.002775136330998
619,6302,0,0.0009703273884608
620,8562,0,0.0039201226493819
621,9721,0,0.0045217256302276
622,4280,0,0.0
623,9181,0,0.0
624,189,0,0.0
625,9101,0,0.0085582875662248
626,10756,0,0.0
627,12032,0,0.0
628,6070,0,0.0020376875157678
629,12318,0,0.0
630,4913,0,0.0
631,3660,0,0.0
632,8745,0,0.0002910982165382
633,11617,0,0.0
634,12555,0,0.0010091404839993
635,9027,0,0.0013390517960759
636,5534,0,0.0020959071590754
637,1378,0,0.0
638,4545,0,0.0027557297832288
639,8122,0,0.0005239767897688
640,9209,0,0.0016883696559219
641,14185,0,0.0009509208406916
642,10499,0,0.0005045702419996
643,11832,0,0.0
644,3779,0,0.0
645,7684,0,0.0008927011973839
646,1549,0,0.0
647,9487,0,0.001164392866153
648,2677,0,0.0
649,14652,0,0.000543383337538
650,10610,0,0.001436084534922
651,4181,0,0.0011449863183838
652,13501,0,0.0
653,10363,0,0.0034931785984591
654,11433,0,0.0
655,299,0,0.0
656,5527,0,0.0017077762036911
657,5817,0,0.0
658,6979,0,0.0
659,3654,0,0.0
660,8566,0,0.0
661,9070,0,0.0
662,3633,0,0.0
663,5237,0,0.0030080149042286
664,4244,0,0.0
665,8971,0,0.0
666,9523,0,0.0006598226241533
667,10766,0,0.0
668,2560,0,0.0
669,12498,0,0.0011061732228453
670,8237,0,0.0
671,8160,0,0.0
672,8677,0,0.0005239767897688
673,6400,0,0.0
674,9708,0,0.0
675,7440,0,0.0
676,3049,0,0.0002134720254613
677,4726,0,0.0
678,3615,0,0.0
679,6003,0,0.0006016029808457
680,13116,0,0.0037842768149973
681,12855,0,0.0022511595412292
682,2429,0,0.0
683,2322,0,0.0009703273884608
684,3158,0,0.0003105047643074
685,6958,0,0.0
686,11284,0,0.0
687,1740,0,0.0004075375031535
688,13921,0,0.0
689,1633,0,0.0
690,8688,0,0.0
691,9571,0,0.0
692,10809,0,0.0012420190572299
693,6716,0,0.0
694,6976,0,0.0
695,8026,0,0.0015137107259989
696,2100,0,0.0004463505986919
697,2822,0,0.0005821964330765
698,8149,0,0.0020376875157678
699,3602,0,0.0
700,4162,0,0.0
701,5102,0,0.0003493178598459
702,12773,0,0.0
703,4329,0,0.0004851636942304
704,1112,0,0.0
705,12620,0,0.0005821964330765
706,1725,0,0.0
707,2247,0,0.0
708,5229,0,0.0
709,14315,0,0.0030468279997671
710,1497,0,0.0
711,2108,0,0.0
712,6969,0,0.0
713,13412,0,0.0006986357196918
714,10010,0,0.0016689631081526
715,9247,0,0.0035125851462283
716,1971,0,0.0
717,11336,0,0.0
718,2058,0,0.0
719,2994,0,0.000718042267461
720,7416,0,0.0
721,4773,0,0.0
722,770,0,0.0
723,14606,0,0.000543383337538
724,3076,0,0.0
725,10209,0,0.0004851636942304
726,13869,0,0.0
727,10028,0,0.0
728,11100,0,0.0
729,10519,0,0.0
730,8945,0,0.0002328785732306
731,1433,0,0.0
732,10077,0,0.0011061732228453
733,6303,0,0.0
734,12699,0,0.0
735,1302,0,0.0024064119233829
736,8907,0,0.0026586970443827
737,11982,0,0.0010867666750761
738,10619,0,0.0022705660889984
739,10775,0,0.0005821964330765
740,10330,0,0.0
741,470,0,0.0
742,1057,0,0.0012614256049991
743,4886,0,0.0
744,2399,0,0.0
745,3177,0,0.0009509208406916
746,2225,0,0.0
747,3365,0,0.0001746589299229
748,4973,0,0.0
749,8286,0,0.0025422577577674
750,14342,0,0.0012226125094606
751,5436,0,0.0
752,9449,0,0.0018048089425372
753,9116,0,0.0
754,13815,0,0.0
755,4542,0,0.0
756,8132,0,0.0020376875157678
757,5645,0,0.000718042267461
758,7156,0,0.0
759,1280,0,0.0
760,12143,0,0.0010867666750761
761,9799,0,0.0004657571464612
762,11171,0,0.0028333559743057
763,10085,0,0.0010479535795377
764,12844,0,0.0
765,2437,0,0.0
766,11327,0,0.0045411321779968
767,185,0,0.0005045702419996
768,941,0,0.0039395291971511
769,5570,0,0.0004075375031535
770,11479,0,0.0060354363562265
771,7558,0,0.0
772,11415,0,0.0
773,478,0,0.0016883696559219
774,5700,0,0.0
775,4195,0,0.0
776,14012,0,0.0
777,9107,0,0.0
778,11752,0,0.0
779,64,0,0.0
780,14634,0,0.0
781,8770,0,0.0
782,5302,0,0.0006016029808457
783,9617,0,0.0092763298336858
784,3640,0,0.0
785,3337,0,0.0
786,7501,0,0.0065788196937646
787,1434,0,0.0
788,12654,0,0.0
789,11694,0,0.0
790,9867,0,0.0017854023947679
791,5366,0,0.0
792,2061,0,0.0010479535795377
793,4539,0,0.0014748976304605
794,396,0,0.0
795,13653,0,0.0012614256049991
796,2452,0,0.0
797,11202,0,0.0
798,3488,0,0.0052397678976886
799,6890,0,0.0052979875409963
800,4104,0,0.0010673601273069
801,3677,0,0.0
802,13660,0,0.0
803,11441,0,0.0005627898853073
804,8941,0,0.0
805,1555,0,0.0
806,9356,0,0.0
807,832,0,0.0
808,2859,0,0.0
809,12053,0,0.0041335946748432
810,3359,0,0.0
811,13269,0,0.0
812,10250,0,0.0046187583690737
813,12531,0,0.0
814,9928,0,0.0
815,11673,0,0.0
816,10943,0,0.0
817,12701,0,0.0015331172737681
818,1737,0,0.0
819,1709,0,0.0008538881018455
820,12614,0,0.0010479535795377
821,14103,0,0.005006889324458
822,13409,0,0.0
823,9839,0,0.0007568553629994
824,8,0,0.0
825,12168,0,0.0
826,4265,0,0.0046187583690737
827,8600,0,0.0
828,1768,0,0.0005821964330765
829,1824,0,0.0
830,5701,0,0.000543383337538
831,12782,0,0.0
832,942,0,0.0
833,9912,0,0.0
834,10343,0,0.0
835,5862,0,0.0003105047643074
836,12067,0,0.0
837,6775,0,0.0
838,7158,0,0.0
839,8256,0,0.0
840,3908,0,0.0
841,3011,0,0.0020765006113062
842,4766,0,0.0022899726367676
843,12400,0,0.0
844,3973,0,0.0010091404839993
845,8010,0,0.000543383337538
846,11065,0,0.0
847,2049,0,0.0020765006113062
848,4114,0,0.0
849,8558,0,0.0012808321527683
850,2573,0,0.0012420190572299
851,8570,0,0.0
852,3920,0,0.0057249315919191
853,3728,0,0.0018630285858448
854,2111,0,0.0012226125094606
855,6291,0,0.0014748976304605
856,14768,0,0.0052009548021502
857,2953,0,0.0
858,5842,0,0.002775136330998
859,14122,0,0.0
860,2457,0,0.0049874827766888
861,12077,0,0.0005045702419996
862,2433,0,0.0006598226241533
863,13557,0,0.0007762619107686
864,11411,0,0.0
865,14037,0,0.0
866,10442,0,0.0
867,13209,0,0.0
868,14888,0,0.0
869,12990,0,0.0022705660889984
870,9578,0,0.0
871,6513,0,0.0007374488152302
872,4282,0,0.0016689631081526
873,3598,0,0.0003493178598459
874,8731,0,0.0028915756176133
875,1884,0,0.0
876,14748,0,0.0
877,2341,0,0.0015331172737681
878,4679,0,0.0
879,10319,0,0.0007374488152302
880,8319,0,0.0
881,6510,0,0.0
882,6379,0,0.0003299113120766
883,1680,0,0.0
884,7212,0,0.0052009548021502
885,4854,0,0.0
886,783,0,0.0
887,4903,0,0.0
888,8271,0,0.0031244541908439
889,12379,0,0.0
890,5168,0,0.0
891,6946,0,0.0031438607386132
892,11846,0,0.0
893,12315,0,0.0
894,5152,0,0.0
895,14930,0,0.0
896,12218,0,0.0
897,6862,0,0.0
898,8097,0,0.0
899,6423,0,0.0026392904966135
900,4752,0,0.0002910982165382
901,4540,0,0.0
902,6038,0,0.0009315142929224
903,3769,0,0.0047934172989966
904,8449,0,0.0
905,3663,0,0.001436084534922
906,3709,0,0.0
907,11741,0,0.0035902113373052
908,5890,0,0.0
909,10518,0,0.0
910,2181,0,0.0
911,9888,0,0.0
912,9190,0,0.0
913,11251,0,0.0
914,12459,0,0.0
915,8741,0,0.0022123464456907
916,8487,0,0.0047740107512274
917,494,0,0.0
918,7079,0,0.0006986357196918
919,10998,0,0.0
920,12223,0,0.003667837528382
921,13688,0,0.0
922,8414,0,0.0094509887636088
923,5150,0,0.0
924,1892,0,0.0
925,9328,0,0.0
926,712,0,0.0037842768149973
927,14545,0,0.0
928,12645,0,0.0
929,3001,0,0.0014554910826913
930,12099,0,0.0006598226241533
931,12074,0,0.0
932,4499,0,0.0
933,7226,0,0.0008732946496147
934,3992,0,0.0
935,2133,0,0.0
936,6742,0,0.0
937,2200,0,0.0
938,2621,0,0.0
939,614,0,0.0
940,10913,0,0.0
941,14100,0,0.0
942,5777,0,0.0
943,6490,0,0.0
944,12056,0,0.0005627898853073
945,9511,0,0.0
946,14869,0,0.0
947,2017,0,0.0
948,7725,0,0.0
949,14558,0,0.0
950,594,0,0.0
951,10521,0,0.0
952,1600,0,0.0
953,8055,0,0.0005239767897688
954,5156,0,0.0025228512099982
955,8846,0,0.000543383337538
956,10124,0,0.001610743464845
957,12975,0,0.0
958,14336,0,0.0004463505986919
959,5116,0,0.0
960,9648,0,0.0
961,13290,0,0.0063847542160725
962,12604,0,0.0
963,9337,0,0.0
964,5192,0,0.0
965,11365,0,0.0005239767897688
966,14246,0,0.0
967,11591,0,0.0
968,9479,0,0.0024452250189213
969,12020,0,0.0016495565603834
970,5134,0,0.0
971,9215,0,0.0015525238215373
972,9780,0,0.0
973,12275,0,0.0
974,8020,0,0.0009703273884608
975,6445,0,0.0
976,2926,0,0.0
977,5640,0,0.0
978,10403,0,0.0
979,2280,0,0.0002522851209998
980,4745,0,0.0
981,10634,0,0.0
982,11817,0,0.0002328785732306
983,48,0,0.0006792291719226
984,12489,0,0.0
985,2657,0,0.0043858797958431
986,2213,0,0.0026781035921519
987,849,0,0.0
988,2759,0,0.0015331172737681
989,12592,0,0.0
990,5975,0,0.0
991,9085,0,0.0
992,5417,0,0.0
993,11799,0,0.0018048089425372
994,542,0,0.0014166779871528
995,12151,0,0.0008732946496147
996,6646,0,0.0
997,8755,0,0.0
998,11325,0,0.0005239767897688
999,10517,0,0.0008344815540763
1000,3691,0,0.0
1001,14569,0,0.0007568553629994
1002,7612,0,0.0004851636942304
1003,1647,0,0.0008927011973839
1004,5848,0,0.0
1005,14953,0,0.0
1006,6030,0,0.0
1007,3840,0,0.0
1008,2253,0,0.0
1009,8130,0,0.0003687244076151
1010,5776,0,0.0
1011,6298,0,0.000543383337538
1012,402,0,0.0033379262163053
1013,6491,0,0.0
1014,11041,0,0.0098391197189931
1015,9910,0,0.0023870053756137
1016,14890,0,0.0046963845601505
1017,6614,0,0.0
1018,7080,0,0.0
1019,6826,0,0.0
1020,13759,0,0.0
1021,14171,0,0.0011061732228453
1022,14800,0,0.0007374488152302
1023,14728,0,0.0
1024,1830,0,0.0033185196685361
1025,3224,0,0.0
1026,13031,0,0.0
1027,12906,0,0.0002910982165382
1028,4850,0,0.0
1029,6127,0,0.0
1030,10559,0,0.0
1031,1548,0,0.0004075375031535
1032,7586,0,0.0
1033,4068,0,0.0
1034,11473,0,0.0
1035,10576,0,0.0015331172737681
1036,7861,0,0.0
1037,1104,0,0.0042112208659201
1038,2220,0,0.0
1039,6746,0,0.0
1040,1699,0,0.0009121077451532
1041,9361,0,0.0023093791845368
1042,14620,0,0.0012614256049991
1043,13837,0,0.0004269440509227
1044,3830,0,0.0
1045,7077,0,0.0
1046,8019,0,0.0
1047,10298,0,0.0
1048,4197,0,0.0008927011973839
1049,6656,0,0.0
1050,6422,0,0.0010091404839993
1051,5690,0,0.0021541268023831
1052,3584,0,0.0
1053,9210,0,0.0018242154903064
1054,4668,0,0.0
1055,9561,0,0.000543383337538
1056,1173,0,0.0
1057,12577,0,0.0
1058,7378,0,0.002503444662229
1059,9678,0,0.0008344815540763
1060,11133,0,0.0
1061,1454,0,0.0022705660889984
